polarity_human,fetch_time,title,content
1,2012-02-07,長實今年擬推4000夥值300億,"圖：趙國雄（中）率領長實營業部團隊拜年,左起：曹皎明、何家欣、郭子威、劉啟文、黃思聰、封海倫  長實（00001）去年售出4000夥,套現300億元,今年擬繼續鞏固賣樓王地位,鎖定年內推8盤,涉及4000夥,料總值不小於300億元.中小型單位佔20%,將軍澳85A區屬集團龍年頭炮,最快季內推.  長實執行董事趙國雄出席集團的新春團拜活動時表示,集團今年鎖定推出8個住宅,涉及4000夥,料總值不少於300億元,其中800夥即約20%屬中小型單位,但未有透露售價；至於當中6個需待當局審批售樓紙,其中早前已申請預售的將軍澳85A區將為集團龍年頭炮,最快可於首季推售.  長實地産投資董事郭子威表示,將軍澳85A區將分2期推出,第1期先推850夥,單位戶型主攻2房至4房,另有個別特色單位,項目針對首置及換樓客.  長實今年有多個具規模新盤登場,大埔鳳園及荃灣西站7區第1期將緊隨其後,於次季及第三季接棒出擊.長實地産投資董事劉啟文指,鳳園地盤面積廣達150萬呎,但只用了其中三分一即50萬呎興建住宅群,密度低,綠化率高.項目建有8座總數1350夥,最快明年底完工.第1期先推800夥.另荃7總數1730夥,計劃分兩期推,最快可於第三季應市,首期先推800夥.  荃灣區除荃7外,尚有中等規模位於縉庭山旁的國瑞路項目,營業經理封海倫表示,國瑞路提供402夥,60%屬700呎以下2房,其餘為900呎以上3房,全屬上車版戶型,最快第三季開賣.  提到日出康城,幾乎等同長實一個自家品牌,長實地産投資董事黃思聰稱,日出康城3期部署第四季推,項目總數1648夥同拆細分以A及B兩期,3A期先推800夥,清一色主攻大單位,與主打2至4房的85A區互相協調.另荔枝角項目也安排第四季推.  上述6盤需申請售樓紙,另安域道及堅尼地道豪兩豪宅,屬舊樓重建無需售樓紙,營業經理曹皎明指出,安域道總共31夥屬全複式設計,面積約1700至2200方呎；營業經理何家欣表示,堅尼地道豪宅總數50夥,最快可於上半年登場."
-1,2012-02-07,恒指最新跌17點 (經濟)  ,"港股下午開市,恒生指數最新報20692.25點,跌17.69點,跌幅0.09%."
-1,2012-02-07,希臘重壓下重啟第二輪磋商 工會籲罷工,"據《彭博》報導,希臘總理帕帕季莫斯與國際債權人在雅典展開第二輪協商以避免債務違約,與此同時,政治領袖們在預算措施上舉棋不定,工會則呼籲舉行今年首次大罷工.帕帕季莫斯與歐盟、歐洲央行和國際貨幣基金組織(IMF)代表會面,繼續就可能的支出削減措施進行談判.希臘財長Evangelos Venizelos已經表示,這些措施將決定希臘是否能堅持執行旨在留在歐元區的計劃.「拯救國家、留在歐元區,意味著巨大的犧牲,」Venizelos在會晤所謂三駕馬車代表後昨晚在雅典告訴記者,「如果談判失敗、計劃完蛋、國家破產,將意味著更大的犧牲.」在希臘穩定面臨威脅,並且該國需要在3月20日償付145億歐元到期債務的情況下,帕帕季莫斯今日稍晚將與支持他的三大政黨領袖重啟磋商,以便就第二輪援助方案的條款達成協議,避免該國破產.帕帕季莫斯昨日將與政黨領導人的會面延後一天,歐洲決策者則加大對希臘的壓力,要求該國滿足1300億歐元援助方案中的條件.在巴黎,德國總理默克爾表示快沒有時間了.法國總統薩科齊則指出,沒有改革就沒有資金援助.-華富財經Quamnet/Wendy-													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2164732ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2164732||request_locale=ZH_TWnewscontent.action希臘重壓下重啟第二輪磋商 工會籲罷工據《彭博》報導,希臘總理帕帕季莫斯與國際債權人在雅典展開第二輪協商以避免債務違約…NEW_HEAD"
1,2012-02-07,嘉里覬覦九肚豪宅地,"圖：吳美珊（右）説,荃灣縉庭山尚餘6夥頂層特色戶,旁為中原董事王浩聰  樓市氣氛好轉,發展商對新勾地表內部分項目蠢蠢欲動.嘉里（00683）表示,對沙田九肚豪宅地皮感到興趣,亦對啟德發展區前景有信心.業界指出,鑑於該集團去年已夥拍信置（00083）等財團投得沙田九肚56A區A地盤,不排除再下一城競逐毗連地盤,以發揮規模效益.  嘉里物業代理市務總經理吳美珊表示,集團對新勾地表內的沙田九肚地皮感興趣,其餘地皮亦會積極研究,對於勾地表內首度推出的東九龍啟德地盤,她認為,啟德板塊比西九還要大,配合起動九龍東等,區內商業、文娛及居住配套齊全,她對啟德板塊發展前景具信心.  被問推今年推盤部署,吳美珊説,嘉里去年在港售樓套現約100億元,今年計劃銷售黃大仙現崇山餘貨,以及全新的土瓜灣旭日街項目.據了解,現崇山累售550夥,保留逾400夥今年賣,計劃於3月取得入夥紙後以現樓發售,屆時參考市場訂價.而係內土瓜灣臨海新盤待下半年推出,合共175夥,面積由700至1200平方呎,屬2至3房戶型.  此外,嘉里委託中原地産獨家代理銷售荃灣縉庭山壓軸6夥頂層連天台特色戶,當中4夥已推價單,面積由1118至1987平方呎,屬複式、全層或標準間隔,訂價由1038萬至2368萬元,呎價由9284至15170元.中原地産董事王浩聰表示,首名透過該行買入縉庭山買家,可享55吋全高清電視機優惠,價值2.988萬元."
-1,2012-02-07,【評級機構】惠譽：希債若無法達共識，問題將擴散,"財華社香港新聞中心評級機構惠譽全球主權評級主管Tony Stringer表示,希臘有約145億歐元的債務將於3月到期,若期限前未能達成債務協議,歐債問題或會擴散至其他歐元區國家,如葡萄牙等,有重大負面影響.他認為,ESFS(歐洲金融穩定機制)僅可為市場帶來信心,唯有歐洲央行有充足流動性以解決歐債問題.至於早前歐洲央行指評級機構下調主權評級,令歐債危機惡化,他回應指,評級機構有責任提供獨立意見,提醒市場歐元區國家的潛在風險,並需在造成市場波動之間做出平衡.(I) 更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,【供股結果】中通服(00552-HK)供股獲1.88倍超額認購,"財華社香港新聞中心中國通信服務公布,供股獲1.88倍超額認購,有效申請8948份.H股供股已成為無條件.有關股份將於2月10日上午九時正開始在香港聯交所買賣.另外,全部內資股供股股份已獲認購.公司指,已收到合共3.81億股根據H股供股而暫定配發之H股供股股份（佔H股供股之H股供股股份總數約95.48%）之4,346份有效接納,及收到合共有關7.71億股額外H股供股股份（有關H股供股之18,026,699股未獲認購H股供股股份）之4,602份有效申請.兩者合計,已收到合共有關11.51億股H股供股股份（佔H股供股之H股供股股份總數約288.83%）之8,948份有效接納及申請.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,【大行言論】新鴻基金融(00086-HK)推薦14隻股票,"財華社香港新聞中心新鴻基金融證券策略師蘇沛豐於記者會上表示,恒指目前挑戰250天線,預計今年將於18,000至25,000點之間上落,今年會繼續在這個波幅中操作,所以建議投資者可以選擇一些非周期性股票,共推薦14隻股份如下.工商銀行(1398-HK)目標價6.9元建設銀行(0939-HK) 目標價8元中國銀行(3988-HK)目標價4.8元維達國際(3331-HK)目標價13元中國旺旺(0151-HK) 目標價9元華潤電力(0836-HK)目標價19元華能國電(0902-HK)目標價5.9元第一拖拉機(0038-HK)目標價12元中海石油化學(3983-HK)目標價8元崑侖能源(0135-HK)目標價18元新奧能源(2688-HK)目標價32元金沙中國(1928-HK)目標價36元他推薦兩隻防守型股份,分別為領匯房產基金(0823-HK)和匯賢產業信托(87001.HK).(P/S)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,《亞洲市況》窄幅靠穩  惟日經逆軟,希臘與債權人談判遲遲未有結果，德法領導人警告，希臘最終如未能與債權人達共識，將無法獲得第二批援助金。歐美股市普遍回軟，法國拍賣逾80億歐元短債認購倍數微降，法股跑輸回吐0.6%；道指曾失守12800。不過，希臘扭兩連跌回升3%，希臘執政聯盟押後舉行會議，但原則上同意新削1.5萬個公務員職位。另外，希臘總理押後一天至今日與歐盟及IMF會談。亞洲股市早段窄幅靠穩，台灣加權指數報7717，回升0.4%；星澳紐升不足0.3%；唯獨日經報8910，回吐0.2%。(sz/u)
1,2012-02-07,【評級機構】惠譽料內地今年經濟增長8.2%,"財華社香港新聞中心評級機構惠譽亞太區主權評級主管Andrew Colquhoun表示,外圍問題令內地出口面對挑戰,並指擔心近期內地新建房屋數據下跌,將影響內地經濟增長.惟他指出,內地資產負債表仍強,加之財政政策控制,預期內地今年經濟增長仍可達8.2%.(I) 更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,乾旱天氣影響拉美大豆收成 中國買家將目光轉向美國,"根據《路透》財經網顯示,全球最大糧食進口國--中國本季度可能增加美國大豆進口,由於南美的嚴重乾旱料將影響收成,並把大豆價格推向新高.指標芝加哥大豆期貨價格在南美夏季炎熱氣候的推動下,已經連續上漲三周,而分析師預計隨著中國在春節後鎖定大豆供應,美國的庫存料將減少,大豆價格可能還會進一步走高.中國購買了全球約60%的大豆出口,其中大多數來自自美國和巴西.若中國開始購買美國大豆,將成為推動價格走高的一大刺激因素,並且是美國資產負債表面臨的一大風險,澳新銀行(澳盛銀行,ANZ)農產品策略師VictorThianpiriya說.我們已經開始看到初步跡象,美國墨西哥灣到岸大豆價格出現上漲,我認為這一趨勢將會繼續.分析師稱,中國購買美國大豆或促使美國農業部下調2012年期末庫存預估,從而利好價格走勢.接受路透訪問的14位分析師稱,美國農業部或微幅下調2011/12年度大豆期末庫存預估至2.73億蒲式耳,1月預估為2.75億蒲式耳.**南美地區產量料下降**上周五,分析機構InformaEconomics將阿根廷2011/12年度大豆產量預估從5,100萬噸下調至4,650萬噸.其還將巴西大豆產量預估從之前的7,200萬噸調降至7,000萬噸.根據巴西農業部數據,該國上一年度大豆產量達到創紀錄的7,530萬噸,預計今年產量為7,150萬噸.布宜諾斯艾利斯穀物交易所預計,阿根廷今年大豆產量料從2010/11年度的4,920萬噸降至4,620萬噸.因對美國大豆的需求有可能增加,分析師已上調了價格預期.高盛將CBOT大豆三個月,六個月和12個月的價格預估上調至每蒲式耳12.90美元,之前為12.15,主要源於南美產量減少.**中國今年或將加大進口**由於中國政府採取措施控制通脹限制了大豆購買,該國2011年大豆進口量低於上年,為七年來首見.中國2011年進口了5,264萬噸大豆,較上年減少3.9%,因國儲局釋出大量儲備來遏制食品通脹.在進口總量中,中國自美國買入2,240萬噸,較上年減少了逾5%.中國12月進口的美國大豆較上年同期減少26.4%,11月更是減少近35%,因為南美在同中國的生意中分去了很大一杯羹.不過分析師預期,為補充國家儲備,中國今年的購買力度將會加強；但最終的進口規模將取決於壓榨利潤和需求.今年的進口將高於上年,這是肯定的,北京一貿易商說道.政府去年已經釋放了太多儲備,今年需要補上.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165554ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165554||request_locale=ZH_TWnewscontent.action乾旱天氣影響拉美大豆收成 中國買家將目光轉向美國根據《路透》財經網顯示,全球最大糧食進口國--中國本季度可能增加美國大豆進口,由…NEW_CMD"
-1,2012-02-07,【財華快訊】香港股市最新行情,"恆指最新報 20699.19點,跌 10.751  點,成交 614.15 億﹔即月期指高水 82 點,最新報 20781.0 點﹔紅籌指數最新報 3983.72點,跌 5.12  點﹔國企指數最新報 11499.77點,跌 65.09  點﹔Ｈ股指數期貨最新報 11570.0 點.最新五大升幅股份中,包括能源國際投資(0353-HK) 、壇金礦業(0621-HK) 、川盟金融(8020-HK) 、合俊集團(2700-HK) 以及中國興業控股(0132-HK) ,升幅分別為 65.52%、28.65%、26.19%、24.43%及21.31%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.45 元、建設銀行(0939-HK)報 6.32 元、騰訊控股(0700-HK)報 183.6 元、匯豐控股(0005-HK)報 68.4 元、中國銀行(3988-HK)報 3.35 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 68.4 元,漲 0.5 元中國移動(0941-HK)報 77.95 元,漲 0.3 元工商銀行(1398-HK)報 5.45 元,跌 0.01 元建設銀行(0939-HK)報 6.32 元,跌 0.06 元中國銀行(3988-HK)報 3.35 元,跌 0.04 元中國人壽(2628-HK)報 22.75 元,跌 0.5 元中國石油(0857-HK)報 11.6 元,漲 0.1 元中海油(0883-HK)報 16.78 元,漲 0.2 元和記黃埔(0013-HK)報 76.45 元,漲 0.15 元新鴻基地產(0016-HK)報 106.1 元,跌 2.1 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
1,2012-02-07,《大行報告》大摩調高聯想<00992.HK>目標價至7.2元 料第三季賺1.5億美元,摩根士丹利調高聯想00992.HK2013/14年每股盈測5%/6%，因預期公司去年末季成為最大商業電腦品牌後，焦點著眼持續提升個人電腦市場份額，從而推動利潤率擴張。目標價相應由6.8元上調至7.2元，評級維持「增持」。大摩估計，聯想第三財季銷售按季上升4%；受惠營運開支控制，經營利潤率由第二季2.1%擴至2.3%。預測純利1.48億美元，按年增長43%。第三季聯想是最強勁大中華電腦品牌，但第四季無可避免季節性疲弱。(de/d)
